group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,use_noise_aug,use_freq_mixstyle,train_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h4_freq_mixstyle,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,False,False,True,10676,227,1992,0,21352,1792,1992,1792,0.6546184738955824,0.6622276611490335,0.6546184738955824,0.6250497115197412,0.5759674951479065,0.5351301639605002,0.5164898895619483,0.9226957383548068,"{""ambient"": 0.8529688972667295, ""leaf"": 0.45, ""trunk"": 0.6411764705882353, ""twig"": 0.35972461273666095}","{""ambient"": 1.0, ""leaf"": 0.2764505119453925, ""trunk"": 0.23644251626898047, ""twig"": 0.6276276276276276}","{""ambient"": 0.9206510681586979, ""leaf"": 0.34249471458773784, ""trunk"": 0.34548335974643424, ""twig"": 0.4573304157549234}"
