group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,spectral_gate_mode,use_noise_aug,use_freq_mixstyle,train_rows,train_profile_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_domain_gate_h3_noise_aug,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,domain,True,False,10676,5966,227,1992,0,85408,1792,1992,1792,0.6325301204819277,0.6271647278731682,0.6325301204819277,0.595809532093675,0.533796346734324,0.5061650265146733,0.48173567664583933,0.9041645760160562,"{""ambient"": 0.8287292817679558, ""leaf"": 0.3385416666666667, ""trunk"": 0.6078431372549019, ""twig"": 0.3600713012477718}","{""ambient"": 0.994475138121547, ""leaf"": 0.22184300341296928, ""trunk"": 0.2017353579175705, ""twig"": 0.6066066066066066}","{""ambient"": 0.9040683073832245, ""leaf"": 0.26804123711340205, ""trunk"": 0.30293159609120524, ""twig"": 0.4519015659955257}"
