group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,spectral_gate_mode,use_noise_aug,use_freq_mixstyle,train_rows,train_profile_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_domain_gate_h3_h4_all,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,domain,True,True,10676,5966,227,1992,0,96084,1792,1992,1792,0.6455823293172691,0.634889031132469,0.6455823293172691,0.6116244633853465,0.5504385695962615,0.5244130280568935,0.5050953205028061,0.9025125628140703,"{""ambient"": 0.8264462809917356, ""leaf"": 0.4074074074074074, ""trunk"": 0.5865921787709497, ""twig"": 0.3813084112149533}","{""ambient"": 0.994475138121547, ""leaf"": 0.2627986348122867, ""trunk"": 0.227765726681128, ""twig"": 0.6126126126126126}","{""ambient"": 0.9027081243731193, ""leaf"": 0.31950207468879666, ""trunk"": 0.328125, ""twig"": 0.4700460829493088}"
