group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,use_noise_aug,use_freq_mixstyle,train_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_h4_gate_mixstyle,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,False,True,10676,227,1992,0,21352,1792,1992,1792,0.6209839357429718,0.6024775109240624,0.6209839357429718,0.5789593578936311,0.5195133545779396,0.4903499825352294,0.470120214643116,0.8695652173913043,"{""ambient"": 0.7846556233653008, ""leaf"": 0.35751295336787564, ""trunk"": 0.5751633986928104, ""twig"": 0.36072144288577157}","{""ambient"": 0.994475138121547, ""leaf"": 0.2354948805460751, ""trunk"": 0.19088937093275488, ""twig"": 0.5405405405405406}","{""ambient"": 0.8771929824561403, ""leaf"": 0.2839506172839506, ""trunk"": 0.28664495114006516, ""twig"": 0.4326923076923077}"
