group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,use_noise_aug,use_freq_mixstyle,train_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_h3_h4_all,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,True,True,10676,227,1992,0,96084,1792,1992,1792,0.6094377510040161,0.5814180699477604,0.6094377510040161,0.5595103342441482,0.510316226629454,0.47587351548219775,0.4559449801584632,0.8150537634408602,"{""ambient"": 0.7301066447908121, ""leaf"": 0.3375, ""trunk"": 0.5806451612903226, ""twig"": 0.3930131004366812}","{""ambient"": 0.9834254143646409, ""leaf"": 0.18430034129692832, ""trunk"": 0.19522776572668113, ""twig"": 0.5405405405405406}","{""ambient"": 0.8380414312617702, ""leaf"": 0.23841059602649006, ""trunk"": 0.2922077922077922, ""twig"": 0.45512010113780027}"
