group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,use_noise_aug,use_freq_mixstyle,train_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_spectral_gate,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,False,False,10676,227,1992,0,10676,1792,1992,1792,0.6360441767068273,0.654544854956393,0.6360441767068273,0.6028953272383525,0.5586556406230343,0.5126802400551631,0.48649064488622007,0.9200394866732478,"{""ambient"": 0.8528015194681862, ""leaf"": 0.36666666666666664, ""trunk"": 0.6764705882352942, ""twig"": 0.33868378812199035}","{""ambient"": 0.9922651933701657, ""leaf"": 0.22525597269624573, ""trunk"": 0.19956616052060738, ""twig"": 0.6336336336336337}","{""ambient"": 0.9172625127681308, ""leaf"": 0.27906976744186046, ""trunk"": 0.3082077051926298, ""twig"": 0.44142259414225943}"
