group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,spectral_gate_mode,use_noise_aug,use_freq_mixstyle,train_rows,train_profile_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_domain_gate,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,domain,False,False,10676,5966,227,1992,0,10676,1792,1992,1792,0.6345381526104418,0.6373922148863287,0.6345381526104418,0.59513887770974,0.54384752490345,0.5074439683597335,0.47918494902497,0.9060773480662984,"{""ambient"": 0.8299632352941176, ""leaf"": 0.3314285714285714, ""trunk"": 0.6546762589928058, ""twig"": 0.3593220338983051}","{""ambient"": 0.9977900552486187, ""leaf"": 0.19795221843003413, ""trunk"": 0.19739696312364424, ""twig"": 0.6366366366366366}","{""ambient"": 0.9061716006021073, ""leaf"": 0.24786324786324787, ""trunk"": 0.30333333333333334, ""twig"": 0.4593716143011918}"
