group,mode,input,feature,encoder,fusion,classifier,pretrained,frozen,cpu_only,use_spectral_gate,spectral_gate_mode,use_noise_aug,use_freq_mixstyle,train_rows,train_profile_rows,robot_profile_rows,robot_eval_rows,profile_eval_overlap_count,x_train_rows,x_train_dim,x_eval_rows,x_eval_dim,accuracy,paper_precision,paper_recall,paper_f1,macro_precision,macro_recall,macro_f1,binary_contact_f1,per_class_precision,per_class_recall,per_class_f1
handcrafted_domain_robustness,xgb_mfcc_fft_h2_domain_gate_h4_mixstyle,mfcc_fft,mfcc_fft,handcrafted,none,xgboost,False,False,True,True,domain,False,True,10676,5966,227,1992,0,21352,1792,1992,1792,0.6440763052208835,0.6417438660869461,0.6440763052208835,0.6093138840524713,0.5534917556125377,0.5243464222627342,0.502940279317733,0.9069884364002011,"{""ambient"": 0.8302752293577982, ""leaf"": 0.3675889328063241, ""trunk"": 0.6319444444444444, ""twig"": 0.38415841584158417}","{""ambient"": 1.0, ""leaf"": 0.3174061433447099, ""trunk"": 0.19739696312364424, ""twig"": 0.5825825825825826}","{""ambient"": 0.9072681704260651, ""leaf"": 0.34065934065934067, ""trunk"": 0.30082644628099175, ""twig"": 0.4630071599045346}"
